"commune","code_INSEE","surface_parcourue_m2","annee","mois","jour","heure","nature_inc_prim","nature_inc_sec"
"Prévenchères","48119",80000,2022,"Jan",26,15,"Involontaire","travaux"
"Pont de Montvert - Sud Mont Lozère","48116",200000,2022,"Jan",27,14,"Involontaire","travaux"
"Opoul-Périllos","66127",80000,2022,"May",18,13,"Involontaire","travaux"
"Cagnano","2B046",339800,2022,"Apr",12,12,"Malveillance",NA
"Olcani","2B184",96300,2022,"Apr",16,16,"Malveillance",NA
"Canari","2B058",239000,2022,"Apr",18,13,"Malveillance",NA
"San-Gavino-di-Tenda","2B301",116000,2022,"Apr",18,14,"Malveillance",NA
"Vitrolles","13117",70000,2022,"Jun",9,14,"Malveillance",NA
"Grans","13044",50000,2022,"Jun",9,16,"Involontaire","particulier"
"Baixas","66014",293800,2022,"Jun",12,14,"Malveillance",NA
"Blauzac","30041",179700,2022,"Jun",13,15,"Involontaire","particulier"
"Lédenon","30145",376800,2022,"Jun",13,14,"Accidentelle",NA
"Orgon","13067",99900,2022,"Jun",15,13,"Involontaire","particulier"
"Saint-Denis-en-Margeride","48145",60000,2022,"Mar",1,11,"Involontaire","travaux"
"Chirac","48049",50000,2022,"Mar",6,19,"Involontaire","travaux"
"Chasseradès","48040",60000,2022,"Mar",7,19,"Involontaire","particulier"
"Guzargues","34118",329248,2022,"Jun",17,15,"Accidentelle",NA
"Saint-Jean-de-la-Blaquière","34268",146953,2022,"Jun",17,16,"Malveillance",NA
"Laroque-des-Albères","66093",101000,2022,"Jun",23,14,"Malveillance",NA
"Grignan","26146",363463,2022,"Jun",18,11,"Malveillance",NA
"Saint-Barthélemy-de-Vals","26295",110000,2022,"Jun",19,13,"Malveillance",NA
"Santo-Pietro-di-Tenda","2B314",350000,2022,"Jun",7,14,"Involontaire","travaux"
"Vivario","2B354",261600,2022,"Jun",8,23,"Malveillance",NA
"Ghisonaccia","2B123",57000,2022,"Jun",10,18,"Malveillance",NA
"Barbaggio","2B029",53000,2022,"Jun",12,11,"Malveillance",NA
"Linguizzetta","2B143",730000,2022,"Jun",13,12,"Involontaire","particulier"
"Ghisonaccia","2B123",235900,2022,"Jun",21,11,"Involontaire","travaux"
"Aléria","2B009",300000,2022,"Jun",24,12,"Involontaire","travaux"
"Venaco","2B341",50000,2022,"Jun",23,1,"Malveillance",NA
"Ville-di-Paraso","2B352",81000,2022,"Jun",26,13,"Malveillance",NA
"Seillans","83124",150000,2022,"Jun",11,12,"Involontaire","travaux"
"Serviers-et-Labaume","30319",772400,2022,"Jun",13,15,"Involontaire","travaux"
"Rivesaltes","66164",55000,2022,"Jun",28,11,"Malveillance",NA
"Cases-de-Pène","66041",66300,2022,"Jun",28,18,"Malveillance",NA
"Millas","66108",661500,2022,"Jun",29,15,"Malveillance",NA
"Milhaud","30169",138303,2022,"Jul",8,0,"Accidentelle",NA
"Saussan","34295",121971,2022,"Jul",1,16,"Malveillance",NA
"Saint-Pons-de-Mauchiens","34285",116264,2022,"Jul",5,18,"Malveillance",NA
"Boucieu-le-Roi","7040",65000,2022,"Jun",20,17,"Accidentelle",NA
"Gorges du Tarn Causses","48146",370000,2022,"Jul",19,13,"Involontaire","travaux"
"Bédouès","48022",120000,2022,"Jul",20,16,"Involontaire","travaux"
"48022","4179",210000,2022,"Jul",19,16,"Naturelle",NA
"Castello-di-Rostino","2B079",148000,2022,"Jul",24,14,"Malveillance",NA
"Venaco","2B341",300900,2022,"Jul",28,13,"Malveillance",NA
"Albertacce","2B007",219000,2022,"Jul",28,16,"Malveillance",NA
"Santo-Pietro-di-Tenda","2B314",300000,2022,"Aug",1,8,"Malveillance",NA
"Vendres","34329",138560,2022,"Jul",26,18,"Malveillance",NA
"Puéchabon","34221",154863,2022,"Jul",26,21,"Malveillance",NA
"Les Rives","34230",291900,2022,"Jul",28,13,"Naturelle",NA
"Montagnac","34162",130122,2022,"Aug",2,15,"Malveillance",NA
"Lucéram","6077",63000,2022,"Jul",31,17,"Accidentelle",NA
"Saint-Étienne-Vallée-Française","48148",150000,2022,"Aug",2,17,"Accidentelle",NA
"Serdinya","66193",973700,2022,"Jul",23,14,"Involontaire","particulier"
"Vallon-Pont-d'Arc","7330",732400,2022,"Jul",18,14,"Malveillance",NA
"Laurac-en-Vivarais","7134",713800,2022,"Jul",22,16,"Malveillance",NA
"Darbres","7077",180000,2022,"Jul",27,10,"Malveillance",NA
"Mazaugues","83076",343300,2022,"Jul",31,13,"Involontaire","travaux"
"Tresserre","66214",50000,2022,"Jul",30,21,"Accidentelle",NA
"Vacquières","34318",321000,2022,"Aug",6,15,"Involontaire","particulier"
"Faucon-de-Barcelonnette","4086",97000,2022,"Feb",8,11,"Involontaire","particulier"
"Sisteron","4209",62300,2022,"Feb",9,14,"Involontaire","particulier"
"Les Bondons","48028",290000,2022,"Aug",5,18,"Naturelle",NA
"Cournonsec","34087",69233,2022,"Jul",10,11,"Involontaire","particulier"
"Portiragnes","34209",115995,2022,"Jul",20,11,"Involontaire","travaux"
"Pied-de-Borne","48015",100000,2022,"Aug",12,17,"Accidentelle",NA
"Amirat","6002",120000,2022,"Aug",6,17,"Naturelle",NA
"Cozzano","2A099",51000,2022,"Aug",7,16,"Naturelle",NA
"Empurany","7085",121000,2022,"Aug",10,14,"Accidentelle",NA
"Lamastre","7129",105000,2022,"Aug",13,11,"Malveillance",NA
"Saint-Quentin-la-Poterie","30295",512700,2022,"Jul",24,16,"Malveillance",NA
"Rosis","34235",71168,2022,"Aug",7,16,"Malveillance",NA
"Avène","34019",362900,2022,"Aug",7,16,"Accidentelle",NA
"Pia","66141",58000,2022,"Aug",7,14,"Malveillance",NA
"Velaux","13112",95400,2022,"Jul",3,16,"Involontaire","particulier"
"Martigues","13056",83100,2022,"Jul",8,16,"Involontaire","particulier"
"Saint-Mitre-les-Remparts","13098",248600,2022,"Jul",8,2,"Malveillance",NA
"Septèmes-les-Vallons","13106",349990,2022,"Jul",31,16,"Accidentelle",NA
"Cabriès","13019",50000,2022,"Aug",2,16,"Accidentelle",NA
"Saint-Martin-de-Crau","13097",948280,2022,"Aug",22,15,"Malveillance",NA
"Castellane","4039",289400,2022,"Feb",10,15,"Involontaire","particulier"
"Montpezat-sous-Bauzon","7161",248000,2022,"Aug",28,0,"Malveillance",NA
"Beaulieu","7028",80000,2022,"Sep",1,11,"Naturelle",NA
"Bédouès-Cocurès","48050",60000,2022,"Sep",18,15,"Accidentelle",NA
"Comigne","11095",285519,2022,"Aug",29,12,"Involontaire","particulier"
"Tende","6163",68800,2022,"Sep",19,11,"Involontaire","travaux"
"Roquebrune-Cap-Martin","6104",71000,2022,"Sep",9,23,"Involontaire","travaux"
"Oletta","2B185",80000,2022,"Oct",5,14,"Malveillance",NA
"Caudiès-de-Fenouillèdes","66046",811900,2022,"Aug",15,2,"Malveillance",NA
"Port-Vendres","66148",64000,2022,"Sep",3,2,"Accidentelle",NA
"Sant'Andréa-di-Bozio","2B292",55000,2022,"Oct",22,13,"Malveillance",NA
"Sant'Andréa-di-Bozio","2B292",102070,2022,"Oct",24,12,"Malveillance",NA
"Campitello","2B055",177900,2022,"Oct",28,15,"Malveillance",NA
"Venterol","26367",200000,2022,"Jul",18,16,"Malveillance",NA
"Fabrezan","11132",54800,2022,"Nov",20,14,"Involontaire","travaux"
"La Souche","7315",50000,2022,"Jan",16,16,"Involontaire","particulier"
"Piolenc","84091",264600,2022,"Jul",1,14,"Involontaire","particulier"
"Vallabrix","30337",54745,2022,"Jul",24,17,"Accidentelle",NA
"Bastelica","2A031",50000,2022,"Jan",30,16,"Involontaire","travaux"
"Le Fugeret","4090",221200,2022,"Jan",16,13,"Involontaire","travaux"
"Colmars","4061",105700,2022,"Jan",17,11,"Involontaire","particulier"
"Aullène","2A024",387700,2022,"Feb",24,17,"Malveillance",NA
"Valdeblore","6153",70000,2022,"Feb",26,14,"Involontaire","particulier"
"Saint-Clément","7226",94600,2022,"Feb",18,16,"Involontaire","particulier"
"Le Roux","7200",134800,2022,"Feb",26,16,"Involontaire","particulier"
"La Hague","50041",390000,2022,"Jul",17,2,"Malveillance",NA
"La Hague","50041",60000,2022,"Jul",17,23,"Malveillance",NA
